"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-GameTitleComparatorEqual-record1Value","0-GameTitleComparatorEqual-record2Value","0-GameTitleComparatorEqual-record1PreprocessedValue","0-GameTitleComparatorEqual-record2PreprocessedValue","0-GameTitleComparatorEqual-similarity","0-GameTitleComparatorEqual-postproccesedSimilarity","1-GameTitleComparatorJaccard-record1Value","1-GameTitleComparatorJaccard-record2Value","1-GameTitleComparatorJaccard-record1PreprocessedValue","1-GameTitleComparatorJaccard-record2PreprocessedValue","1-GameTitleComparatorJaccard-similarity","1-GameTitleComparatorJaccard-postproccesedSimilarity","2-GameTitleComparatorLevenshtein-record1Value","2-GameTitleComparatorLevenshtein-record2Value","2-GameTitleComparatorLevenshtein-record1PreprocessedValue","2-GameTitleComparatorLevenshtein-record2PreprocessedValue","2-GameTitleComparatorLevenshtein-similarity","2-GameTitleComparatorLevenshtein-postproccesedSimilarity","3-GamePlatformComparatorEqual-record1Value","3-GamePlatformComparatorEqual-record2Value","3-GamePlatformComparatorEqual-record1PreprocessedValue","3-GamePlatformComparatorEqual-record2PreprocessedValue","3-GamePlatformComparatorEqual-similarity","3-GamePlatformComparatorEqual-postproccesedSimilarity","4-GamePlatformComparatorJaccard-record1Value","4-GamePlatformComparatorJaccard-record2Value","4-GamePlatformComparatorJaccard-record1PreprocessedValue","4-GamePlatformComparatorJaccard-record2PreprocessedValue","4-GamePlatformComparatorJaccard-similarity","4-GamePlatformComparatorJaccard-postproccesedSimilarity","5-GamePlatformComparatorLevenshtein-record1Value","5-GamePlatformComparatorLevenshtein-record2Value","5-GamePlatformComparatorLevenshtein-record1PreprocessedValue","5-GamePlatformComparatorLevenshtein-record2PreprocessedValue","5-GamePlatformComparatorLevenshtein-similarity","5-GamePlatformComparatorLevenshtein-postproccesedSimilarity","6-GameReleaseDateComparator2Years-record1Value","6-GameReleaseDateComparator2Years-record2Value","6-GameReleaseDateComparator2Years-record1PreprocessedValue","6-GameReleaseDateComparator2Years-record2PreprocessedValue","6-GameReleaseDateComparator2Years-similarity","6-GameReleaseDateComparator2Years-postproccesedSimilarity","7-PublisherNameComparatorEqual-record1Value","7-PublisherNameComparatorEqual-record2Value","7-PublisherNameComparatorEqual-record1PreprocessedValue","7-PublisherNameComparatorEqual-record2PreprocessedValue","7-PublisherNameComparatorEqual-similarity","7-PublisherNameComparatorEqual-postproccesedSimilarity","8-PublisherNameComparatorJaccard-record1Value","8-PublisherNameComparatorJaccard-record2Value","8-PublisherNameComparatorJaccard-record1PreprocessedValue","8-PublisherNameComparatorJaccard-record2PreprocessedValue","8-PublisherNameComparatorJaccard-similarity","8-PublisherNameComparatorJaccard-postproccesedSimilarity","9-PublisherNameComparatorLevenshtein-record1Value","9-PublisherNameComparatorLevenshtein-record2Value","9-PublisherNameComparatorLevenshtein-record1PreprocessedValue","9-PublisherNameComparatorLevenshtein-record2PreprocessedValue","9-PublisherNameComparatorLevenshtein-similarity","9-PublisherNameComparatorLevenshtein-postproccesedSimilarity"
"WekaMatchingRule","jpntop_144","vga_games_json1256",,,"Gran Turismo 4: Prologue","Far Cry 5","Gran Turismo 4: Prologue","Far Cry 5","0.0","0.0","Gran Turismo 4: Prologue","Far Cry 5","Gran Turismo 4: Prologue","Far Cry 5","0.0","0.0","Gran Turismo 4: Prologue","Far Cry 5","Gran Turismo 4: Prologue","Far Cry 5","0.16666666666666663","0.16666666666666663","PS2","XOne","PS2","XOne","0.0","0.0","PS2","XOne","PS2","XOne","0.0","0.0","PS2","XOne","PS2","XOne","0.0","0.0","2003-04-12T00:00","2018-03-27T00:00","2003-04-12T00:00","2018-03-27T00:00","0.0","0.0","Sony Computer Entertainment","Ubisoft","Sony Computer Entertainment","Ubisoft","0.0","0.0","Sony Computer Entertainment","Ubisoft","Sony Computer Entertainment","Ubisoft","0.0","0.0","Sony Computer Entertainment","Ubisoft","Sony Computer Entertainment","Ubisoft","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","jpntop_168","vga_games_json2401",,,"Weak English Adult DS Training: More English Pickled","Knockout Kings 2000","Weak English Adult DS Training: More English Pickled","Knockout Kings 2000","0.0","0.0","Weak English Adult DS Training: More English Pickled","Knockout Kings 2000","Weak English Adult DS Training: More English Pickled","Knockout Kings 2000","0.0","0.0","Weak English Adult DS Training: More English Pickled","Knockout Kings 2000","Weak English Adult DS Training: More English Pickled","Knockout Kings 2000","0.1923076923076923","0.1923076923076923","NDS","N64","NDS","N64","0.0","0.0","NDS","N64","NDS","N64","0.0","0.0","NDS","N64","NDS","N64","0.33333333333333337","0.33333333333333337","2007-03-29T00:00","1999-10-03T00:00","2007-03-29T00:00","1999-10-03T00:00","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0"
"WekaMatchingRule","jpntop_167","vga_games_json831",,,"Rhythm Heaven Megamix","Mahjong","Rhythm Heaven Megamix","Mahjong","0.0","0.0","Rhythm Heaven Megamix","Mahjong","Rhythm Heaven Megamix","Mahjong","0.0","0.0","Rhythm Heaven Megamix","Mahjong","Rhythm Heaven Megamix","Mahjong","0.19047619047619047","0.19047619047619047","3DS","NES","3DS","NES","0.0","0.0","3DS","NES","3DS","NES","0.0","0.0","3DS","NES","3DS","NES","0.33333333333333337","0.33333333333333337","2015-11-06T00:00","1983-08-27T00:00","2015-11-06T00:00","1983-08-27T00:00","0.0","0.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0"
"WekaMatchingRule","jpntop_206","vga_games_json3956",,,"Just Dance Wii","Sacred 2: Fallen Angel","Just Dance Wii","Sacred 2: Fallen Angel","0.0","0.0","Just Dance Wii","Sacred 2: Fallen Angel","Just Dance Wii","Sacred 2: Fallen Angel","0.0","0.0","Just Dance Wii","Sacred 2: Fallen Angel","Just Dance Wii","Sacred 2: Fallen Angel","0.18181818181818177","0.18181818181818177","PSP","Wii","PSP","Wii","0.0","0.0","PSP","Wii","PSP","Wii","0.0","0.0","PSP","Wii","PSP","Wii","0.0","0.0","2010-04-02T00:00","2008-04-15T00:00","2010-04-02T00:00","2008-04-15T00:00","0.0","0.0","Bandai Namco Games","Destineer","Bandai Namco Games","Destineer","0.0","0.0","Bandai Namco Games","Destineer","Bandai Namco Games","Destineer","0.0","0.0","Bandai Namco Games","Destineer","Bandai Namco Games","Destineer","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","jpntop_228","vga_games_json2860",,,"DS Beautiful Letter Training","NieR","DS Beautiful Letter Training","NieR","0.0","0.0","DS Beautiful Letter Training","NieR","DS Beautiful Letter Training","NieR","0.0","0.0","Famicom Mini 01: Super Mario Bros.","LEGO Jurassic World","Famicom Mini 01: Super Mario Bros.","LEGO Jurassic World","0.17647058823529416","0.17647058823529416","GBA","XOne","GBA","XOne","0.0","0.0","GBA","XOne","GBA","XOne","0.0","0.0","GBA","XOne","GBA","XOne","0.0","0.0","2002-08-29T00:00","1995-04-27T00:00","2002-08-29T00:00","1995-04-27T00:00","0.0","0.0","Koei","Sony Computer Entertainment","Koei","Sony Computer Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.1578947368421053","0.1578947368421053"
"WekaMatchingRule","jpntop_106","vga_games_json4790",,,"Super Mario Galaxy 2","TouchMaster 3","Super Mario Galaxy 2","TouchMaster 3","0.0","0.0","Super Mario Galaxy 2","TouchMaster 3","Super Mario Galaxy 2","TouchMaster 3","0.0","0.0","Super Mario Galaxy 2","TouchMaster 3","Super Mario Galaxy 2","TouchMaster 3","0.15000000000000002","0.15000000000000002","WII","DS","WII","DS","0.0","0.0","WII","DS","WII","DS","0.0","0.0","WII","DS","WII","DS","0.0","0.0","2010-05-27T00:00","2009-10-23T00:00","2010-05-27T00:00","2009-10-23T00:00","0.5","0.5","Nintendo","Warner Bros. Interactive","Nintendo","Warner Bros. Interactive","0.0","0.0","Nintendo","Warner Bros. Interactive","Nintendo","Warner Bros. Interactive","0.0","0.0","Nintendo","Warner Bros. Interactive","Nintendo","Warner Bros. Interactive","0.20833333333333337","0.20833333333333337"
"WekaMatchingRule","jpntop_150","vga_games_json6690",,,"Kirby Triple Deluxe","Monster Jam: Path of Destruction","Kirby Triple Deluxe","Monster Jam: Path of Destruction","0.0","0.0","One Piece: Pirate Warriors","The Amazing Spider-Man 2 (2014)","One Piece: Pirate Warriors","The Amazing Spider-Man 2 (2014)","0.0","0.0","One Piece: Pirate Warriors","The Amazing Spider-Man 2 (2014)","One Piece: Pirate Warriors","The Amazing Spider-Man 2 (2014)","0.22580645161290325","0.22580645161290325","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","2012-01-03T00:00","2014-04-29T00:00","2012-01-03T00:00","2014-04-29T00:00","0.0","0.0","Bandai Namco Games","Activision","Bandai Namco Games","Activision","0.0","0.0","Bandai Namco Games","Activision","Bandai Namco Games","Activision","0.0","0.0","Bandai Namco Games","Activision","Bandai Namco Games","Activision","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","jpntop_121","vga_games_json6030",,,"Style Savvy","Disgaea 3: Absence of Detention","Style Savvy","Disgaea 3: Absence of Detention","0.0","0.0","Style Savvy","Disgaea 3: Absence of Detention","Style Savvy","Disgaea 3: Absence of Detention","0.0","0.0","Professor Layton and the Diabolical Box","Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu","Professor Layton and the Diabolical Box","Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu","0.171875","0.171875","NDS","SNES","NDS","SNES","0.0","0.0","NDS","SNES","NDS","SNES","0.0","0.0","NDS","SNES","NDS","SNES","0.5","0.5","2007-11-29T00:00","1995-12-22T00:00","2007-11-29T00:00","1995-12-22T00:00","0.0","0.0","Level 5","Konami","Level 5","Konami","0.0","0.0","Level 5","Konami","Level 5","Konami","0.0","0.0","Level 5","Konami","Level 5","Konami","0.0","0.0"
"WekaMatchingRule","jpntop_100","vga_games_json2560",,,"Yoshi's Island DS","Lemmings","Yoshi's Island DS","Lemmings","0.0","0.0","Yoshi's Island DS","Lemmings","Yoshi's Island DS","Lemmings","0.0","0.0","Yoshi's Island DS","Lemmings","Yoshi's Island DS","Lemmings","0.17647058823529416","0.17647058823529416","NDS","PSP","NDS","PSP","0.0","0.0","NDS","PSP","NDS","PSP","0.0","0.0","NDS","PSP","NDS","PSP","0.0","0.0","2007-08-03T00:00","2006-05-23T00:00","2007-08-03T00:00","2006-05-23T00:00","0.5","0.5","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.0","0.0","Nintendo","Sony Computer Entertainment","Nintendo","Sony Computer Entertainment","0.18518518518518523","0.18518518518518523"
"WekaMatchingRule","jpntop_143","vga_games_json63",,,"Resident Evil 6","Grand Theft Auto IV","Resident Evil 6","Grand Theft Auto IV","0.0","0.0","Resident Evil 6","Grand Theft Auto IV","Resident Evil 6","Grand Theft Auto IV","0.0","0.0","Resident Evil 6","Grand Theft Auto IV","Resident Evil 6","Grand Theft Auto IV","0.26315789473684215","0.26315789473684215","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","2012-04-10T00:00","2008-04-29T00:00","2012-04-10T00:00","2008-04-29T00:00","0.0","0.0","Capcom","Rockstar Games","Capcom","Rockstar Games","0.0","0.0","Capcom","Rockstar Games","Capcom","Rockstar Games","0.0","0.0","Capcom","Rockstar Games","Capcom","Rockstar Games","0.2142857142857143","0.2142857142857143"
"WekaMatchingRule","jpntop_1","vga_games_json4611",,,"Pokemon Gold / Silver","Mobile Suit Gundam","Pokemon Gold / Silver","Mobile Suit Gundam","0.0","0.0","Pokemon Gold / Silver","Mobile Suit Gundam","Pokemon Gold / Silver","Mobile Suit Gundam","0.0","0.0","Pokemon Gold / Silver","Mobile Suit Gundam","Pokemon Gold / Silver","Mobile Suit Gundam","0.1428571428571429","0.1428571428571429","GMB","PS","GMB","PS","0.0","0.0","GMB","PS","GMB","PS","0.0","0.0","GMB","PS","GMB","PS","0.0","0.0","1999-11-21T00:00","1995-06-23T00:00","1999-11-21T00:00","1995-06-23T00:00","0.0","0.0","Nintendo","Bandai","Nintendo","Bandai","0.0","0.0","Nintendo","Bandai","Nintendo","Bandai","0.0","0.0","Nintendo","Bandai","Nintendo","Bandai","0.125","0.125"
"WekaMatchingRule","jpntop_169","vga_games_json201",,,"Jump! Ultimate Stars","Madden NFL 2004","Jump! Ultimate Stars","Madden NFL 2004","0.0","0.0","Jump! Ultimate Stars","Madden NFL 2004","Jump! Ultimate Stars","Madden NFL 2004","0.0","0.0","Jump! Ultimate Stars","Madden NFL 2004","Jump! Ultimate Stars","Madden NFL 2004","0.09999999999999998","0.09999999999999998","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","2006-11-23T00:00","2003-08-12T00:00","2006-11-23T00:00","2003-08-12T00:00","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0","Nintendo","EA Sports","Nintendo","EA Sports","0.0","0.0"
"WekaMatchingRule","jpntop_201","vga_games_json5307",,,"Taiko no Tatsujin Wii: Super Deluxe Edition","Dora The Explorer: Dora Saves the Snow Princess","Taiko no Tatsujin Wii: Super Deluxe Edition","Dora The Explorer: Dora Saves the Snow Princess","0.0","0.0","Taiko no Tatsujin Wii: Super Deluxe Edition","Dora The Explorer: Dora Saves the Snow Princess","Taiko no Tatsujin Wii: Super Deluxe Edition","Dora The Explorer: Dora Saves the Snow Princess","0.0","0.0","Taiko no Tatsujin Wii: Super Deluxe Edition","Dora The Explorer: Dora Saves the Snow Princess","Taiko no Tatsujin Wii: Super Deluxe Edition","Dora The Explorer: Dora Saves the Snow Princess","0.19148936170212771","0.19148936170212771","WII","PS2","WII","PS2","0.0","0.0","WII","PS2","WII","PS2","0.0","0.0","WII","PS2","WII","PS2","0.0","0.0","2012-11-29T00:00","2008-10-27T00:00","2012-11-29T00:00","2008-10-27T00:00","0.0","0.0","Bandai Namco Games","2K Play","Bandai Namco Games","2K Play","0.0","0.0","Bandai Namco Games","2K Play","Bandai Namco Games","2K Play","0.0","0.0","Bandai Namco Games","2K Play","Bandai Namco Games","2K Play","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","jpntop_1","vga_games_json450",,,"Pokemon Gold / Silver","Watch Dogs 2","Pokemon Gold / Silver","Watch Dogs 2","0.0","0.0","Pokemon Gold / Silver","Watch Dogs 2","Pokemon Gold / Silver","Watch Dogs 2","0.0","0.0","Pokemon Gold / Silver","Watch Dogs 2","Pokemon Gold / Silver","Watch Dogs 2","0.1428571428571429","0.1428571428571429","GMB","PS4","GMB","PS4","0.0","0.0","GMB","PS4","GMB","PS4","0.0","0.0","GMB","PS4","GMB","PS4","0.0","0.0","1999-11-21T00:00","2016-11-15T00:00","1999-11-21T00:00","2016-11-15T00:00","0.0","0.0","Nintendo","Ubisoft","Nintendo","Ubisoft","0.0","0.0","Nintendo","Ubisoft","Nintendo","Ubisoft","0.0","0.0","Nintendo","Ubisoft","Nintendo","Ubisoft","0.0","0.0"
"WekaMatchingRule","jpntop_104","vga_games_json2201",,,"Super Mario Galaxy 2","Sled Storm","Super Mario Galaxy 2","Sled Storm","0.0","0.0","Super Mario Galaxy 2","Sled Storm","Super Mario Galaxy 2","Sled Storm","0.0","0.0","World Soccer Winning Eleven 7","LEGO Harry Potter: Years 5-7","World Soccer Winning Eleven 7","LEGO Harry Potter: Years 5-7","0.13793103448275867","0.13793103448275867","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","2003-07-08T00:00","2011-11-11T00:00","2003-07-08T00:00","2011-11-11T00:00","0.0","0.0","Konami","Warner Bros. Interactive","Konami","Warner Bros. Interactive","0.0","0.0","Konami","Warner Bros. Interactive","Konami","Warner Bros. Interactive","0.0","0.0","Konami","Warner Bros. Interactive","Konami","Warner Bros. Interactive","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","jpntop_302","vga_games_json508","0.9833686895964753",,"Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","1.0","1.0","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","1.0","1.0","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","Metal Gear Solid V: The Phantom Pain","1.0","1.0","PS4","PS4","PS4","PS4","1.0","1.0","PS4","PS4","PS4","PS4","1.0","1.0","PS4","PS4","PS4","PS4","1.0","1.0","2015-02-09T00:00","2015-09-01T00:00","2015-02-09T00:00","2015-09-01T00:00","1.0","1.0","Konami","Konami Digital Entertainment","Konami","Konami Digital Entertainment","0.0","0.0","Konami","Konami Digital Entertainment","Konami","Konami Digital Entertainment","0.3333333333333333","0.3333333333333333","Konami","Konami Digital Entertainment","Konami","Konami Digital Entertainment","0.2142857142857143","0.2142857142857143"
"WekaMatchingRule","jpntop_106","vga_games_json1256",,,"Super Mario Galaxy 2","Far Cry 5","Super Mario Galaxy 2","Far Cry 5","0.0","0.0","Super Mario Galaxy 2","Far Cry 5","Super Mario Galaxy 2","Far Cry 5","0.0","0.0","Super Mario Galaxy 2","Far Cry 5","Super Mario Galaxy 2","Far Cry 5","0.25","0.25","WII","XOne","WII","XOne","0.0","0.0","WII","XOne","WII","XOne","0.0","0.0","WII","XOne","WII","XOne","0.0","0.0","2010-05-27T00:00","2018-03-27T00:00","2010-05-27T00:00","2018-03-27T00:00","0.0","0.0","Nintendo","Ubisoft","Nintendo","Ubisoft","0.0","0.0","Nintendo","Ubisoft","Nintendo","Ubisoft","0.0","0.0","Nintendo","Ubisoft","Nintendo","Ubisoft","0.0","0.0"
"WekaMatchingRule","jpntop_187","vga_games_json4129",,,"Famicom Mini 01: Super Mario Bros. [1/1][20th Anniversary Reprint]","SpongeBob SquarePants: Lights, Camera, Pants!","Famicom Mini 01: Super Mario Bros. [1/1][20th Anniversary Reprint]","SpongeBob SquarePants: Lights, Camera, Pants!","0.0","0.0","Famicom Mini 01: Super Mario Bros. [1/1][20th Anniversary Reprint]","SpongeBob SquarePants: Lights, Camera, Pants!","Famicom Mini 01: Super Mario Bros. [1/1][20th Anniversary Reprint]","SpongeBob SquarePants: Lights, Camera, Pants!","0.0","0.0","Pokemon Sun / Moon","LEGO Indiana Jones 2: The Adventure Continues","Pokemon Sun / Moon","LEGO Indiana Jones 2: The Adventure Continues","0.1777777777777778","0.1777777777777778","NDS","2600","NDS","2600","0.0","0.0","GBA","GBA","GBA","GBA","1.0","1.0","GBA","GBA","GBA","GBA","1.0","1.0","2005-09-13T00:00","2005-10-21T00:00","2005-09-13T00:00","2005-10-21T00:00","1.0","1.0","Nintendo","THQ","Nintendo","THQ","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.125","0.125"
"WekaMatchingRule","jpntop_122","vga_games_json3406",,,"Jissen Pachi-Slot Secrets! Fist of the North Star","FIFA Soccer","Jissen Pachi-Slot Secrets! Fist of the North Star","FIFA Soccer","0.0","0.0","Jissen Pachi-Slot Secrets! Fist of the North Star","FIFA Soccer","Jissen Pachi-Slot Secrets! Fist of the North Star","FIFA Soccer","0.0","0.0","Jissen Pachi-Slot Secrets! Fist of the North Star","FIFA Soccer","Jissen Pachi-Slot Secrets! Fist of the North Star","FIFA Soccer","0.1428571428571429","0.1428571428571429","PS2","PSV","PS2","PSV","0.0","0.0","PS2","PSV","PS2","PSV","0.0","0.0","PS2","PSV","PS2","PSV","0.6666666666666667","0.6666666666666667","2004-05-27T00:00","2012-02-15T00:00","2004-05-27T00:00","2012-02-15T00:00","0.0","0.0","Sammy","EA Sports","Sammy","EA Sports","0.0","0.0","Sammy","EA Sports","Sammy","EA Sports","0.0","0.0","Sammy","EA Sports","Sammy","EA Sports","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","jpntop_115","vga_games_json533",,,"Super Mario Galaxy","WWE SmackDown! vs. RAW 2006","Super Mario Galaxy","WWE SmackDown! vs. RAW 2006","0.0","0.0","Super Mario Galaxy","WWE SmackDown! vs. RAW 2006","Super Mario Galaxy","WWE SmackDown! vs. RAW 2006","0.0","0.0","Super Mario Galaxy","WWE SmackDown! vs. RAW 2006","Super Mario Galaxy","WWE SmackDown! vs. RAW 2006","0.18518518518518523","0.18518518518518523","WII","PS2","WII","PS2","0.0","0.0","PS2","PS","PS2","PS","0.5","0.5","WII","PS2","WII","PS2","0.0","0.0","2007-01-11T00:00","2005-11-14T00:00","2007-01-11T00:00","2005-11-14T00:00","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.0","0.0","Nintendo","THQ","Nintendo","THQ","0.125","0.125"
"WekaMatchingRule","jpntop_13","vga_games_json1092",,,"Mario Kart DS","Crackdown","Mario Kart DS","Crackdown","0.0","0.0","Mario Kart DS","Crackdown","Mario Kart DS","Crackdown","0.0","0.0","Mario Kart DS","Crackdown","Mario Kart DS","Crackdown","0.15384615384615385","0.15384615384615385","NDS","X360","NDS","X360","0.0","0.0","NDS","X360","NDS","X360","0.0","0.0","NDS","X360","NDS","X360","0.0","0.0","2005-08-12T00:00","2007-02-20T00:00","2005-08-12T00:00","2007-02-20T00:00","0.0","0.0","Nintendo","Microsoft Game Studios","Nintendo","Microsoft Game Studios","0.0","0.0","Nintendo","Microsoft Game Studios","Nintendo","Microsoft Game Studios","0.0","0.0","Nintendo","Microsoft Game Studios","Nintendo","Namco Bandai","0.2272727272727273","0.08333333333333337"
"WekaMatchingRule","jpntop_162","vga_games_json4842",,,"Mario & Luigi: Bowser's Inside Story","Ben 10 Alien Force: Vilgax Attacks","Mario & Luigi: Bowser's Inside Story","Ben 10 Alien Force: Vilgax Attacks","0.0","0.0","Mario & Luigi: Bowser's Inside Story","Ben 10 Alien Force: Vilgax Attacks","Mario & Luigi: Bowser's Inside Story","Ben 10 Alien Force: Vilgax Attacks","0.0","0.0","Mario & Luigi: Bowser's Inside Story","Ben 10 Alien Force: Vilgax Attacks","Mario & Luigi: Bowser's Inside Story","Ben 10 Alien Force: Vilgax Attacks","0.16666666666666663","0.16666666666666663","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.6666666666666667","0.6666666666666667","2009-11-02T00:00","2009-10-27T00:00","2009-11-02T00:00","2009-10-27T00:00","1.0","1.0","Nintendo","D3 Publisher","Nintendo","D3 Publisher","0.0","0.0","Nintendo","D3 Publisher","Nintendo","D3 Publisher","0.0","0.0","Nintendo","D3 Publisher","Nintendo","D3 Publisher","0.0","0.0"
"WekaMatchingRule","jpntop_129","vga_games_json6382",,,"Style Savvy","Dragon Ball Heroes: Ultimate Mission","Style Savvy","Dragon Ball Heroes: Ultimate Mission","0.0","0.0","Style Savvy","Dragon Ball Heroes: Ultimate Mission","Style Savvy","Dragon Ball Heroes: Ultimate Mission","0.0","0.0","Style Savvy","Dragon Ball Heroes: Ultimate Mission","Style Savvy","Dragon Ball Heroes: Ultimate Mission","0.13888888888888884","0.13888888888888884","NDS","3DS","NDS","3DS","0.0","0.0","NDS","3DS","NDS","3DS","0.0","0.0","NDS","3DS","NDS","3DS","0.6666666666666667","0.6666666666666667","2008-10-23T00:00","2013-02-28T00:00","2008-10-23T00:00","2013-02-28T00:00","0.0","0.0","Nintendo","Namco Bandai Games","Nintendo","Namco Bandai Games","0.0","0.0","Nintendo","Namco Bandai Games","Nintendo","Namco Bandai Games","0.0","0.0","Nintendo","Namco Bandai Games","Nintendo","Namco Bandai Games","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","jpntop_197","vga_games_json1667",,,"Final Fantasy IV","Dynasty Warriors 6 Empires","Final Fantasy IV","Dynasty Warriors 6 Empires","0.0","0.0","WarioWare: Smooth Moves","Dynasty Warriors 6 Empires","Final Fantasy IV","Dynasty Warriors 6 Empires","0.0","0.0","WarioWare: Smooth Moves","Atlantis","WarioWare: Smooth Moves","Atlantis","0.17391304347826086","0.17391304347826086","WII","2600","WII","2600","0.0","0.0","WII","2600","WII","2600","0.0","0.0","WII","2600","WII","2600","0.0","0.0","2006-02-12T00:00","1982-01-01T00:00","2006-02-12T00:00","1982-01-01T00:00","0.0","0.0","Nintendo","Imagic","Nintendo","Imagic","0.0","0.0","Nintendo","Imagic","Nintendo","Imagic","0.0","0.0","Nintendo","Imagic","Nintendo","Imagic","0.125","0.125"
"WekaMatchingRule","jpntop_308","vga_games_json1910","0.9694361274280598",,"Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","1.0","1.0","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","1.0","1.0","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","Hot Shots Golf: Out of Bounds","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","PS3","PS3","PS3","PS3","1.0","1.0","2007-07-26T00:00","2008-03-18T00:00","2007-07-26T00:00","2008-03-18T00:00","0.5","0.5","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","1.0","1.0","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","1.0","1.0","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","1.0","1.0"
"WekaMatchingRule","jpntop_169","vga_games_json2092",,,"Jump! Ultimate Stars","Dora the Explorer: Dora Saves the Mermaids","Jump! Ultimate Stars","Dora the Explorer: Dora Saves the Mermaids","0.0","0.0","Jump! Ultimate Stars","Dora the Explorer: Dora Saves the Mermaids","Jump! Ultimate Stars","Dora the Explorer: Dora Saves the Mermaids","0.0","0.0","Jump! Ultimate Stars","Dora the Explorer: Dora Saves the Mermaids","Jump! Ultimate Stars","Dora the Explorer: Dora Saves the Mermaids","0.19047619047619047","0.19047619047619047","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.6666666666666667","0.6666666666666667","2006-11-23T00:00","2007-11-05T00:00","2006-11-23T00:00","2007-11-05T00:00","0.5","0.5","Nintendo","2K Play","Nintendo","2K Play","0.0","0.0","Nintendo","2K Play","Nintendo","2K Play","0.0","0.0","Nintendo","2K Play","Nintendo","2K Play","0.0","0.0"
