"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Genre","0.0","Genre-{Game_List_ID_6775|jpntop_714}","{Role-Playing|ACT}","ACT",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_9797|Game_List_ID_6863|jpntop_739}","{Role-Playing|Role-Playing|SLG}","Role-Playing",,
"GameTitle","0.0","GameTitle-{vga_games_json169|Game_List_ID_175|jpntop_56}","{Tomodachi Life|Tomodachi Life|Tomodachi Life}","Tomodachi Life",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_7014|Game_List_ID_6148|jpntop_762}","{Misc|Misc|ACT}","Misc",,
"Sales","0.0","Sales-{vga_games_json2994|jpntop_206}","{720000.0|634645.0}","677322.5",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_3980|vga_games_json4190|jpntop_555}","{2007-01-01T00:00|2007-07-30T00:00|2007-01-25T00:00}","2007-07-30T00:00",,
"Publisher","1.0","Publisher-{jpntop_748|vga_games_json4551|Game_List_ID_4347|vga_games_json7275|Game_List_ID_6954|jpntop_345}","{Bandai Namco Games|Namco Bandai Games|Namco Bandai Games|Namco Bandai Games|Namco Bandai Games|Bandai Namco Games}","Bandai Namco Games",,
"GameTitle","0.0","GameTitle-{jpntop_318|vga_games_json756|Game_List_ID_796}","{Mario & Luigi: Dream Team|Mario & Luigi: Dream Team|Mario & Luigi: Dream Team}","Mario & Luigi: Dream Team",,
"Sales","1.0","Sales-{vga_games_json1560|jpntop_986}","{180000.0|177583.0}","178791.5",,
"Genre","0.0","Genre-{jpntop_614|Game_List_ID_2117}","{ETC|Misc}","ETC",,
"Publisher","1.0","Publisher-{jpntop_593|vga_games_json6723|Game_List_ID_6417}","{Sega|Sega|Sega}","Sega",,
"Sales","0.0","Sales-{vga_games_json650|jpntop_915}","{310000.0|190280.0}","250140.0",,
"Sales","0.0","Sales-{vga_games_json1122|jpntop_64}","{1710000.0|1644090.0}","1677045.0",,
"Sales","1.0","Sales-{jpntop_709|vga_games_json2206}","{244539.0|380000.0}","312269.5",,
"GameTitle","0.0","GameTitle-{jpntop_946|vga_games_json1762|Game_List_ID_1656}","{Golden Sun: The Lost Age|Golden Sun: The Lost Age|Golden Sun: The Lost Age}","Golden Sun: The Lost Age",,
"GameTitle","0.0","GameTitle-{jpntop_891|Game_List_ID_4193}","{Art Academy: Lessons for Everyone|Art Academy: Lessons for Everyone}","Art Academy: Lessons for Everyone",,
"Publisher","1.0","Publisher-{jpntop_229|vga_games_json2511|Game_List_ID_2404}","{Sega|Sega|Sega}","Sega",,
"GameTitle","0.0","GameTitle-{Game_List_ID_51|vga_games_json53|jpntop_115}","{Super Mario Galaxy|Super Mario Galaxy|Super Mario Galaxy}","Super Mario Galaxy","false","Super Mario Galaxy"
"GameTitle","0.0","GameTitle-{vga_games_json7091|Game_List_ID_6726|jpntop_668}","{Karaoke Joysound Wii|Karaoke Joysound Wii|Karaoke Joysound Wii}","Karaoke Joysound Wii",,
"Publisher","1.0","Publisher-{jpntop_239|vga_games_json737|Game_List_ID_840}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Genre","0.0","Genre-{Game_List_ID_5014|jpntop_837}","{Platform|ACT}","ACT",,
"Publisher","0.75","Publisher-{jpntop_902|Game_List_ID_2789|vga_games_json2936|Game_List_ID_4060}","{Bandai Namco Games|Namco Bandai Games|Namco Bandai|Namco Bandai Games}","Namco Bandai",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_761|Game_List_ID_12422}","{2004-07-10T00:00|2004-01-01T00:00}","2004-07-10T00:00",,
"Sales","1.0","Sales-{jpntop_419|vga_games_json5471}","{364832.0|360000.0}","362416.0",,
"Genre","0.0","Genre-{jpntop_891|Game_List_ID_4193}","{HOB|Action}","Action",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_340|vga_games_json260|Game_List_ID_253}","{2012-08-12T00:00|2012-11-18T00:00|2012-01-01T00:00}","2012-08-12T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_648|Game_List_ID_3474|vga_games_json3614}","{Shin Megami Tensei IV|Shin Megami Tensei IV|Shin Megami Tensei IV}","Shin Megami Tensei IV",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_14065|jpntop_809|vga_games_json7654|Game_List_ID_7315}","{2006-01-01T00:00|2006-11-05T00:00|2006-05-11T00:00|2006-01-01T00:00}","2006-01-01T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1549|Game_List_ID_8144|vga_games_json1640|Game_List_ID_3264|Game_List_ID_7030|jpntop_459|Game_List_ID_2765}","{2014-01-01T00:00|2014-01-01T00:00|2015-04-07T00:00|2015-01-01T00:00|2015-01-01T00:00|2014-03-13T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Publisher","1.0","Publisher-{vga_games_json421|jpntop_182|Game_List_ID_387}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{jpntop_807|vga_games_json3058}","{Monster Hunter 3 Ultimate|Monster Hunter 3 Ultimate}","Monster Hunter 3 Ultimate",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3254|jpntop_925}","{2018-07-13T00:00|2018-07-13T00:00}","2018-07-13T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_319|jpntop_556|vga_games_json348}","{Tekken 5|Tekken 5|Tekken 5}","Tekken 5",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json6479|Game_List_ID_6176|jpntop_579}","{Namco Bandai|Namco Bandai Games|Bandai Namco Games}","Namco Bandai",,
"Publisher","0.0","Publisher-{Game_List_ID_423|jpntop_147}","{Nintendo|Level 5}","Level 5",,
"Genre","0.0","Genre-{Game_List_ID_5121|jpntop_379}","{Role-Playing|RPG}","RPG",,
"Publisher","1.0","Publisher-{jpntop_298|vga_games_json4006}","{Konami|Konami}","Konami",,
"Genre","1.0","Genre-{jpntop_522}","{RPG}","RPG",,
"Publisher","1.0","Publisher-{vga_games_json7117|Game_List_ID_6775|Game_List_ID_7022|jpntop_714|vga_games_json7376|jpntop_775}","{Capcom|Capcom|Capcom|Capcom|Capcom|Capcom}","Capcom",,
"Publisher","1.0","Publisher-{Game_List_ID_3574|vga_games_json3763|jpntop_544}","{Capcom|Capcom|Capcom}","Capcom",,
"Sales","1.0","Sales-{jpntop_40|vga_games_json86}","{2440724.0|2490000.0}","2465362.0","false","2410000.0"
"GameTitle","0.0","GameTitle-{vga_games_json2087|jpntop_901|Game_List_ID_1184}","{Donkey Kong Country: Tropical Freeze|Donkey Kong Country: Tropical Freeze|Donkey Kong Country: Tropical Freeze}","Donkey Kong Country: Tropical Freeze",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2632|jpntop_630|vga_games_json2615}","{2015-01-01T00:00|2015-03-12T00:00|2016-01-22T00:00}","2015-03-12T00:00",,
"Genre","0.0","Genre-{jpntop_354|Game_List_ID_3799}","{RPG|Role-Playing}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_935|Game_List_ID_4034|vga_games_json4228}","{2009-12-03T00:00|2009-01-01T00:00|2010-05-03T00:00}","2009-12-03T00:00",,
"Sales","0.0","Sales-{jpntop_106|vga_games_json108}","{1058084.0|980000.0}","1019042.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_109|vga_games_json114|vga_games_json592|Game_List_ID_546|jpntop_662|Game_List_ID_104}","{Battlefield 3|Battlefield 3|Battlefield 3|Battlefield 3|Battlefield 3|Battlefield 3}","Battlefield 3",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1102|vga_games_json934|jpntop_685}","{2015-01-01T00:00|2015-03-20T00:00|2015-12-03T00:00}","2015-03-20T00:00",,
"Sales","1.0","Sales-{jpntop_451|vga_games_json3738}","{345265.0|350000.0}","347632.5",,
"Genre","0.0","Genre-{Game_List_ID_993|jpntop_126}","{Platform|ACT}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3771|jpntop_677|Game_List_ID_3912}","{2013-04-30T00:00|2013-07-03T00:00|2013-01-01T00:00}","2013-04-30T00:00",,
"Genre","0.6666666666666666","Genre-{jpntop_135|Game_List_ID_12993|Game_List_ID_1402}","{ACT|Action|Action}","Action",,
"Sales","1.0","Sales-{jpntop_244|vga_games_json118}","{560961.0|600000.0}","580480.5",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_5320|jpntop_725|Game_List_ID_8180}","{Action|ACT|Action}","Action",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json168|Game_List_ID_155|jpntop_11}","{2010-07-11T00:00|2009-01-01T00:00|2009-11-07T00:00}","2010-07-11T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_476|Game_List_ID_1789}","{Persona 4: Golden|Persona 4: Golden}","Persona 4: Golden",,
"Genre","0.0","Genre-{Game_List_ID_4078|jpntop_235}","{Misc|ACT}","ACT",,
"Publisher","0.0","Publisher-{jpntop_866|Game_List_ID_2795}","{Bandai Namco Games|Atari}","Atari",,
"Genre","0.0","Genre-{jpntop_230|Game_List_ID_714}","{ACT|Platform}","ACT",,
"Sales","1.0","Sales-{jpntop_50|vga_games_json4}","{1996832.0|3290000.0}","2643416.0","true","3270000.0"
"Publisher","1.0","Publisher-{Game_List_ID_816|vga_games_json874|jpntop_202}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2903|Game_List_ID_5926|Game_List_ID_6758|jpntop_349|vga_games_json3063}","{2007-01-01T00:00|2007-01-01T00:00|2008-01-01T00:00|2007-11-11T00:00|2008-02-19T00:00}","2007-01-01T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_9556|jpntop_978}","{2005-01-01T00:00|2005-07-14T00:00}","2005-07-14T00:00",,
"Sales","1.0","Sales-{vga_games_json1605|jpntop_214}","{630000.0|622821.0}","626410.5",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json87|jpntop_881|Game_List_ID_7244|Game_List_ID_364|Game_List_ID_154}","{2016-11-04T00:00|2016-04-11T00:00|2016-01-01T00:00|2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Sales","0.0","Sales-{vga_games_json2327|jpntop_378}","{410000.0|399678.0}","404839.0",,
"Sales","0.0","Sales-{vga_games_json477|jpntop_524}","{990000.0|304913.0}","647456.5",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2740|jpntop_676|vga_games_json2714}","{2013-01-01T00:00|2013-02-28T00:00|2014-02-28T00:00}","2013-02-28T00:00",,
"Publisher","0.6666666666666666","Publisher-{jpntop_584|Game_List_ID_6154|vga_games_json6454}","{Square Enix|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{vga_games_json5127|Game_List_ID_7365|jpntop_766|Game_List_ID_4913}","{Armored Core V|Armored Core V|Armored Core V|Armored Core V}","Armored Core V",,
"GameTitle","0.0","GameTitle-{vga_games_json3348|jpntop_211}","{Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb|Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb}","Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb",,
"Genre","1.0","Genre-{jpntop_438}","{SPT}","SPT",,
"Publisher","0.5","Publisher-{vga_games_json5127|Game_List_ID_7365|jpntop_766|Game_List_ID_4913}","{Namco Bandai|Namco Bandai Games|From Software|Namco Bandai Games}","Namco Bandai",,
"Sales","1.0","Sales-{jpntop_869|vga_games_json6848}","{200066.0|260000.0}","230033.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_391|jpntop_821|vga_games_json426}","{2002-01-01T00:00|2002-03-28T00:00|2002-09-23T00:00}","2002-03-28T00:00",,
"Sales","0.0","Sales-{jpntop_160|vga_games_json877}","{768721.0|750000.0}","759360.5",,
"GameTitle","0.0","GameTitle-{jpntop_713|Game_List_ID_8174}","{Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016}","Jikkyou Powerful Pro Baseball 2016",,
"Genre","0.0","Genre-{Game_List_ID_3078|jpntop_224}","{Role-Playing|RPG}","RPG",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_1020|jpntop_237|Game_List_ID_134}","{Role-Playing|RPG|Role-Playing}","Role-Playing",,
"Publisher","1.0","Publisher-{Game_List_ID_129|Game_List_ID_915|jpntop_119|vga_games_json139}","{Nintendo|Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","0.0","Sales-{vga_games_json982|jpntop_145}","{1010000.0|844512.0}","927256.0",,
"Genre","0.0","Genre-{jpntop_132|Game_List_ID_327}","{ETC|Misc}","ETC",,
"Genre","0.0","Genre-{jpntop_22|Game_List_ID_389}","{ACT|Role-Playing}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2695|jpntop_531}","{2015-01-01T00:00|2013-12-26T00:00}","2013-12-26T00:00",,
"Genre","0.0","Genre-{Game_List_ID_816|jpntop_202}","{Sports|SPT}","SPT",,
"Sales","0.0","Sales-{vga_games_json61|jpntop_12}","{4850000.0|4136911.0}","4493455.5","true","5550000.0"
"ReleaseDate","0.0","ReleaseDate-{vga_games_json202|jpntop_218|vga_games_json925}","{2011-06-19T00:00|2011-06-16T00:00|2011-06-19T00:00}","2011-06-19T00:00",,
"Genre","0.0","Genre-{jpntop_607|Game_List_ID_3304}","{SLG|Role-Playing}","Role-Playing",,
"Publisher","0.0","Publisher-{vga_games_json7733|jpntop_825|Game_List_ID_7382}","{Namco Bandai|Bandai|Namco Bandai Games}","Bandai",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_40|jpntop_518|Game_List_ID_16271}","{Action|ACT|Action}","Action",,
"Publisher","1.0","Publisher-{vga_games_json510|jpntop_862}","{Ubisoft|Ubisoft}","Ubisoft",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3263|jpntop_247}","{2010-11-02T00:00|2010-03-25T00:00}","2010-03-25T00:00",,
"Genre","0.0","Genre-{jpntop_177|Game_List_ID_149}","{ADV|Action}","Action",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_609|Game_List_ID_3341}","{2003-10-23T00:00|2003-01-01T00:00}","2003-10-23T00:00",,
"Sales","1.0","Sales-{jpntop_815}","{213493.0}","213493.0",,
"Publisher","1.0","Publisher-{vga_games_json944|Game_List_ID_875|jpntop_357}","{Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment}","Sony Computer Entertainment",,
"GameTitle","0.0","GameTitle-{Game_List_ID_878|jpntop_143|Game_List_ID_12977|Game_List_ID_13735|Game_List_ID_457|vga_games_json489|Game_List_ID_10575}","{Resident Evil 6|Resident Evil 6|Resident Evil 6|Resident Evil 6|Resident Evil 6|Resident Evil 6|Resident Evil 6}","Resident Evil 6",,
"Sales","1.0","Sales-{jpntop_941|vga_games_json8145}","{184689.0|190000.0}","187344.5",,
"Sales","1.0","Sales-{jpntop_2|vga_games_json7}","{6373965.0|6500000.0}","6436982.5","true","6490000.0"
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_5795|jpntop_536|vga_games_json6087}","{2007-01-01T00:00|2007-02-08T00:00|2007-08-02T00:00}","2007-02-08T00:00",,
"Sales","0.0","Sales-{vga_games_json421|jpntop_182}","{730000.0|693616.0}","711808.0",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_4413|Game_List_ID_297|jpntop_137}","{Sports|Sports|SPT}","Sports",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_5121|vga_games_json5373|jpntop_379}","{2011-01-01T00:00|2011-02-24T00:00|2011-02-24T00:00}","2011-02-24T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json7264|jpntop_763}","{2017-04-27T00:00|2017-04-27T00:00}","2017-04-27T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_1590|vga_games_json1487|jpntop_898}","{Captain Toad: Treasure Tracker|Captain Toad: Treasure Tracker|Captain Toad: Treasure Tracker}","Captain Toad: Treasure Tracker",,
"Genre","0.0","Genre-{jpntop_318|Game_List_ID_796}","{RPG|Role-Playing}","RPG",,
"Publisher","1.0","Publisher-{jpntop_19|vga_games_json1|Game_List_ID_1}","{Nintendo|Nintendo|Nintendo}","Nintendo","true","Nintendo"
"Publisher","1.0","Publisher-{vga_games_json1068|jpntop_303}","{Capcom|Capcom}","Capcom",,
"Publisher","0.5","Publisher-{vga_games_json4499|vga_games_json2954|Game_List_ID_4302|jpntop_866|Game_List_ID_2795|jpntop_356}","{Namco Bandai|Namco Bandai|Namco Bandai Games|Bandai Namco Games|Atari|Bandai Namco Games}","Atari",,
"Publisher","0.0","Publisher-{jpntop_580|vga_games_json671|Game_List_ID_623}","{Hudson|Hudson Soft|Konami Digital Entertainment}","Hudson",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_748|vga_games_json4551|Game_List_ID_4347|vga_games_json7275|Game_List_ID_6954|jpntop_345}","{2013-11-14T00:00|2013-11-14T00:00|2013-01-01T00:00|2013-11-14T00:00|2013-01-01T00:00|2013-11-14T00:00}","2013-11-14T00:00",,
"Genre","1.0","Genre-{jpntop_303}","{ACT}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_430|Game_List_ID_309|vga_games_json336}","{2011-11-23T00:00|2011-01-01T00:00|2011-11-20T00:00}","2011-11-23T00:00",,
"Sales","1.0","Sales-{jpntop_949}","{183486.0}","183486.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2131|Game_List_ID_882|Game_List_ID_18|Game_List_ID_10149|jpntop_420|vga_games_json17}","{2005-01-01T00:00|2005-01-01T00:00|2004-01-01T00:00|2008-01-01T00:00|2007-01-25T00:00|2004-10-26T00:00}","2005-01-01T00:00",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_6552|jpntop_664|vga_games_json6869}","{Namco Bandai Games|Bandai Namco Games|Namco Bandai}","Namco Bandai",,
"Sales","1.0","Sales-{jpntop_820|vga_games_json7583}","{212435.0|220000.0}","216217.5",,
"Genre","1.0","Genre-{jpntop_218}","{ADV}","ADV",,
"Genre","0.0","Genre-{jpntop_179|Game_List_ID_414}","{ADV|Action}","Action",,
"Sales","0.0","Sales-{vga_games_json7206|jpntop_739}","{240000.0|233523.0}","236761.5",,
"Publisher","1.0","Publisher-{vga_games_json3258|vga_games_json10235|jpntop_347|Game_List_ID_3093|Game_List_ID_9759}","{Namco Bandai Games|Namco Bandai Games|Bandai Namco Games|Namco Bandai Games|Namco Bandai Games}","Namco Bandai Games",,
"Genre","0.0","Genre-{Game_List_ID_6484|jpntop_733}","{Role-Playing|RPG}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_3574|vga_games_json3763|jpntop_544}","{2000-01-01T00:00|2000-11-28T00:00|2000-04-27T00:00}","2000-11-28T00:00",,
"Publisher","1.0","Publisher-{vga_games_json54|Game_List_ID_55|jpntop_46}","{Nintendo|Nintendo|Nintendo}","Nintendo","true","Nintendo"
"GameTitle","0.0","GameTitle-{Game_List_ID_8062|jpntop_922|vga_games_json8440}","{Nep League DS|Nep League DS|Nep League DS}","Nep League DS",,
"Sales","1.0","Sales-{jpntop_162|vga_games_json358}","{761169.0|810000.0}","785584.5",,
"Sales","0.0","Sales-{vga_games_json3348|jpntop_211}","{640000.0|626447.0}","633223.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_916|vga_games_json2543|Game_List_ID_3537}","{2016-10-20T00:00|2016-11-04T00:00|2016-01-01T00:00}","2016-10-20T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json1495|jpntop_135|Game_List_ID_12993|Game_List_ID_1402}","{Dynasty Warriors 5|Dynasty Warriors 5|Dynasty Warriors 5|Dynasty Warriors 5}","Dynasty Warriors 5",,
"Publisher","1.0","Publisher-{jpntop_481|Game_List_ID_618|vga_games_json666}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_241|Game_List_ID_11706|Game_List_ID_14849|Game_List_ID_3300|vga_games_json3479}","{2006-02-24T00:00|2006-01-01T00:00|2013-01-01T00:00|2006-01-01T00:00|2006-09-19T00:00}","2006-01-01T00:00",,
"Publisher","1.0","Publisher-{Game_List_ID_376|vga_games_json218|jpntop_290|Game_List_ID_12257|Game_List_ID_202}","{Capcom|Capcom|Capcom|Capcom|Capcom}","Capcom",,
"Publisher","1.0","Publisher-{jpntop_340|vga_games_json260|Game_List_ID_253}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json5884|Game_List_ID_5680|jpntop_995}","{2014-05-20T00:00|2013-01-01T00:00|2013-12-19T00:00}","2014-05-20T00:00",,
"Publisher","1.0","Publisher-{jpntop_430|Game_List_ID_309|vga_games_json336}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json397|jpntop_30}","{2016-07-15T00:00|2015-11-28T00:00}","2016-07-15T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2084|vga_games_json2223|jpntop_207}","{2002-01-01T00:00|2003-01-11T00:00|2002-08-29T00:00}","2002-08-29T00:00",,
"Genre","0.0","Genre-{Game_List_ID_7780|jpntop_941}","{Action|RPG}","Action",,
"Sales","1.0","Sales-{jpntop_157}","{787233.0}","787233.0",,
"Genre","1.0","Genre-{jpntop_877}","{SLG}","SLG",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_660|Game_List_ID_2494|vga_games_json2632}","{2000-03-08T00:00|2000-01-01T00:00|2000-10-25T00:00}","2000-03-08T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json2003|Game_List_ID_1828|jpntop_603}","{Fantasy Life|Fantasy Life|Fantasy Life}","Fantasy Life",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json7662|Game_List_ID_7321|jpntop_856}","{Konami|Konami Digital Entertainment|Konami}","Konami",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_111|Game_List_ID_191|vga_games_json207}","{2007-02-15T00:00|2007-01-01T00:00|2008-02-10T00:00}","2007-02-15T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json99|jpntop_93}","{2017-03-03T00:00|2017-03-03T00:00}","2017-03-03T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_948|vga_games_json5552|Game_List_ID_5290}","{Suikoden V|Suikoden V|Suikoden V}","Suikoden V",,
"Sales","1.0","Sales-{jpntop_472|vga_games_json5758}","{333181.0|330000.0}","331590.5",,
"Sales","1.0","Sales-{jpntop_638|vga_games_json3282}","{266382.0|290000.0}","278191.0",,
"Publisher","0.6666666666666666","Publisher-{jpntop_155|vga_games_json295|Game_List_ID_271}","{Konami|Konami|Konami Digital Entertainment}","Konami",,
"Sales","1.0","Sales-{jpntop_309|vga_games_json2416}","{459808.0|460000.0}","459904.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_391|jpntop_821|vga_games_json426}","{Tekken 4|Tekken 4|Tekken 4}","Tekken 4",,
"GameTitle","0.0","GameTitle-{vga_games_json2572|Game_List_ID_2441|jpntop_282}","{Dynasty Warriors 4: Xtreme Legends|Dynasty Warriors 4: Xtreme Legends|Dynasty Warriors 4: Xtreme Legends}","Dynasty Warriors 4: Xtreme Legends",,
"Sales","1.0","Sales-{jpntop_429|vga_games_json2235}","{358583.0|450000.0}","404291.5",,
"Sales","0.0","Sales-{vga_games_json3107|jpntop_497}","{360000.0|320498.0}","340249.0",,
"Genre","0.0","Genre-{jpntop_550|Game_List_ID_2746}","{ADV|Action}","Action",,
"Genre","0.0","Genre-{Game_List_ID_1102|jpntop_685}","{Misc|ETC}","ETC",,
"Genre","0.0","Genre-{Game_List_ID_4440|jpntop_735}","{Action|ACT}","Action",,
"GameTitle","0.0","GameTitle-{Game_List_ID_6509|vga_games_json6818|jpntop_620}","{Final Fantasy V Advance|Final Fantasy V Advance|Final Fantasy V Advance}","Final Fantasy V Advance",,
"GameTitle","0.0","GameTitle-{vga_games_json51|Game_List_ID_49|jpntop_113}","{Gran Turismo 4|Gran Turismo 4|Gran Turismo 4}","Gran Turismo 4","false","Gran Turismo 4"
"Genre","0.0","Genre-{Game_List_ID_4211|jpntop_368}","{Sports|SPT}","SPT",,
"Sales","0.0","Sales-{vga_games_json1462|jpntop_834}","{350000.0|209373.0}","279686.5",,
"GameTitle","0.0","GameTitle-{vga_games_json6776|Game_List_ID_10889|vga_games_json11391|Game_List_ID_6461|jpntop_628}","{Gundam Breaker|Gundam Breaker|Gundam Breaker|Gundam Breaker|Gundam Breaker}","Gundam Breaker",,
"GameTitle","0.0","GameTitle-{vga_games_json2256|jpntop_614|Game_List_ID_2117}","{Mario Party Advance|Mario Party Advance|Mario Party Advance}","Mario Party Advance",,
"Genre","0.0","Genre-{jpntop_64|Game_List_ID_1057}","{EDU|Misc}","EDU",,
"Publisher","1.0","Publisher-{jpntop_215|vga_games_json60|Game_List_ID_56}","{Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment}","Sony Computer Entertainment",,
"GameTitle","0.0","GameTitle-{jpntop_945|Game_List_ID_9122|Game_List_ID_2609|Game_List_ID_5837|Game_List_ID_4448}","{DmC: Devil May Cry|DmC: Devil May Cry|DmC: Devil May Cry|DmC: Devil May Cry|DmC: Devil May Cry}","DmC: Devil May Cry",,
"GameTitle","0.0","GameTitle-{jpntop_91|vga_games_json959|Game_List_ID_886}","{Kirby Squeak Squad|Kirby Squeak Squad|Kirby Squeak Squad}","Kirby Squeak Squad",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_616|Game_List_ID_1672|vga_games_json1779}","{2000-09-13T00:00|2000-01-01T00:00|2000-09-29T00:00}","2000-09-13T00:00",,
"Publisher","0.5","Publisher-{jpntop_353|Game_List_ID_9635|Game_List_ID_6097|vga_games_json6378|jpntop_723|Game_List_ID_12778}","{Koei|Tecmo Koei|Tecmo Koei|KOEI|Koei|Tecmo Koei}","Koei",,
"GameTitle","0.0","GameTitle-{vga_games_json2780|jpntop_594|Game_List_ID_1884|Game_List_ID_1227|Game_List_ID_2722}","{Final Fantasy XIV: A Realm Reborn|Final Fantasy XIV: A Realm Reborn|Final Fantasy XIV: A Realm Reborn|Final Fantasy XIV: A Realm Reborn|Final Fantasy XIV: A Realm Reborn}","Final Fantasy XIV: A Realm Reborn",,
"Publisher","0.0","Publisher-{Game_List_ID_5042|vga_games_json5299|jpntop_588}","{Atari|Namco Bandai|Bandai Namco Games}","Atari",,
"Sales","0.0","Sales-{vga_games_json519|jpntop_797}","{280000.0|217720.0}","248860.0",,
"Publisher","1.0","Publisher-{jpntop_91|vga_games_json959|Game_List_ID_886}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Genre","0.6666666666666666","Genre-{jpntop_650|Game_List_ID_206|Game_List_ID_151}","{ADV|Action|Action}","Action",,
"GameTitle","0.0","GameTitle-{jpntop_163|vga_games_json206|vga_games_json205}","{Super Mario Advance 4: Super Mario Bros. 3|Super Mario Advance 4: Super Mario Bros. 3|Super Mario Advance 4: Super Mario Bros. 3}","Super Mario Advance 4: Super Mario Bros. 3",,
"Genre","0.0","Genre-{Game_List_ID_1374|jpntop_86}","{Role-Playing|RPG}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json2300|jpntop_189|Game_List_ID_2205}","{2009-03-03T00:00|2008-07-31T00:00|2008-01-01T00:00}","2008-07-31T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_111|Game_List_ID_191|vga_games_json207}","{Professor Layton and the Curious Village|Professor Layton and the Curious Village|Professor Layton and the Curious Village}","Professor Layton and the Curious Village",,
